meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Tokyo 2020,01:05.22,27/07/2021,Women 100 Breaststroke LCM Female,RSA,South Africa,"SCHOENMAKER, Tatjana",F,09/07/1997,,,44,44,950,Tokyo,JPN
15th FINA World Championships 2013,01:05.24,29/07/2013,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,45,45,964,Barcelona,ESP
US Olympic Team Trials - Wave II,01:05.28,15/06/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"JACOBY, Lydia",F,29/02/2004,,,46,46,948,Omaha,USA
Open de France 2017,01:05.29,01/07/2017,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,47,47,957,Chartres,FRA
15th FINA World Championships 2013,01:05.29,29/07/2013,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,47,48,961,Barcelona,ESP
TYR Pro Swim Series San Antonio 2022,01:05.32,31/03/2022,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,49,49,946,San Antonio,USA
TYR Pro Swim Series Mission Viejo 2021,01:05.32,08/04/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,49,50,946,Mission Viejo,USA
Central Zone Section 3 Spring Speedo Sectionals 2021,01:05.32,27/03/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,49,51,946,Indianapolis,USA
Chinese National Championships (50m),01:05.32,29/08/2009,Women 100 Breaststroke LCM Female,CHN,People's Republic of China,"JI, Liping",F,09/12/1988,,,49,52,,Beijing,CHN
US National Championships (50m),01:05.36,28/07/2018,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,53,53,944,Irvine,USA
US Olympic Team Trials - Wave II,01:05.37,14/06/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"LAZOR, Annie",F,17/08/1994,,,54,54,944,Omaha,USA
Youth Olympic Games Nanjing 2014,01:05.39,20/08/2014,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,55,55,953,Nanjing,CHN
Olympic Games Tokyo 2020,01:05.40,26/07/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,56,56,942,Tokyo,JPN
13th FINA World Championships 2009,01:05.41,28/07/2009,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,57,57,,Rome,ITA
13th Pan Pacific Championships 2018,01:05.44,09/08/2018,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,58,58,941,Tokyo,JPN
World Aquatics Championships - Fukuoka 2023,01:05.45,24/07/2023,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,59,59,940,Fukuoka,JPN
Russian National Swimming Cup Final,01:05.46,28/07/2023,Women 100 Breaststroke LCM Female,CLB,Club,"CHIKUNOVA, Evgeniia",F,17/11/2004,,,60,60,940,kazan,RUS
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2015,01:05.46,06/06/2015,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,60,61,949,Canet-en-Roussillon,FRA
22nd Commonwealth Games 2022,01:05.47,02/08/2022,Women 100 Breaststroke LCM Female,RSA,South Africa,"VAN NIEKERK, Lara",F,13/05/2003,,,62,62,939,Birmingham,GBR
TYR Pro Swim Series Indianapolis 2021,01:05.47,13/05/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,62,63,939,Indianapolis,USA
Olympic Games London 2012,01:05.47,30/07/2012,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,62,64,953,London,GBR
Phillips 66 National Championships (50m),01:05.48,30/06/2023,Women 100 Breaststroke LCM Female,USA,United States of America,"DOBLER, Kaitlyn",F,15/02/2002,,,65,65,939,Indianapolis,USA
17th FINA World Championships 2017,01:05.48,24/07/2017,Women 100 Breaststroke LCM Female,USA,United States of America,"MEILI, Katie",F,16/04/1991,,,65,66,949,Budapest,HUN
European Junior Swimming Championships 2013,01:05.48,14/07/2013,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,65,67,953,Poznan,POL
27th Summer Universiade 2013,01:05.48,12/07/2013,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,65,68,953,Kazan,RUS
18th FINA World Championships 2019,01:05.49,23/07/2019,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,69,69,938,Gwangju,KOR
Olympic Games Rio 2016,01:05.50,08/08/2016,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,70,70,948,Rio de Janeiro,BRA
FINA Champions Swim Series 2019,01:05.51,01/06/2019,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,71,71,938,Indianapolis,USA
US National Championships (50m),01:05.51,30/06/2017,Women 100 Breaststroke LCM Female,USA,United States of America,"MEILI, Katie",F,16/04/1991,,,71,72,947,Indianapolis,USA
Olympic Games Tokyo 2020,01:05.52,25/07/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"JACOBY, Lydia",F,29/02/2004,,,73,73,937,Tokyo,JPN
15th FINA World Championships 2013,01:05.52,30/07/2013,Women 100 Breaststroke LCM Female,USA,United States of America,"HARDY, Jessica",F,12/03/1987,,,73,74,951,Barcelona,ESP
World Aquatics Championships - Fukuoka 2023,01:05.53,24/07/2023,Women 100 Breaststroke LCM Female,RSA,South Africa,"SCHOENMAKER, Tatjana",F,09/07/1997,,,75,75,937,Fukuoka,JPN
European Championships 2018,01:05.53,05/08/2018,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,75,76,937,Glasgow,GBR
Olympic Games Tokyo 2020,01:05.54,27/07/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,77,77,936,Tokyo,JPN
14th FINA World Championships 2011,01:05.54,25/07/2011,Women 100 Breaststroke LCM Female,USA,United States of America,"SONI, Rebecca",F,18/03/1987,,,77,78,950,Shanghai,CHN
World Aquatics Championships - Fukuoka 2023,01:05.55,24/07/2023,Women 100 Breaststroke LCM Female,IRL,Ireland,"MC SHARRY, Mona",F,21/08/2000,,,79,79,936,Fukuoka,JPN
Olympic Games Tokyo 2020,01:05.55,25/07/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,79,80,936,Tokyo,JPN
Olympic Games London 2012,01:05.55,30/07/2012,Women 100 Breaststroke LCM Female,USA,United States of America,"SONI, Rebecca",F,18/03/1987,,,79,81,950,London,GBR
World Aquatics Championships - Fukuoka 2023,01:05.56,24/07/2023,Women 100 Breaststroke LCM Female,RSA,South Africa,"SCHOENMAKER, Tatjana",F,09/07/1997,,,82,82,935,Fukuoka,JPN
18th FINA World Championships 2019,01:05.56,22/07/2019,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,82,83,935,Gwangju,KOR
Olympic Games London 2012,01:05.56,29/07/2012,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,82,84,950,London,GBR
NC Charlotte UltraSwim 2011,01:05.57,12/05/2011,Women 100 Breaststroke LCM Female,USA,United States of America,"SONI, Rebecca",F,18/03/1987,,,85,85,949,Charlotte,USA
TYR Pro Swim Series San Antonio 2022,01:05.58,31/03/2022,Women 100 Breaststroke LCM Female,GER,Germany,"ELENDT, Anna",F,04/09/2001,,,86,86,935,San Antonio,USA
US Olympic Team Trials - Wave II,01:05.60,15/06/2021,Women 100 Breaststroke LCM Female,USA,United States of America,"LAZOR, Annie",F,17/08/1994,,,87,87,934,Omaha,USA
17th FINA World Championships 2017,01:05.60,24/07/2017,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,87,88,943,Budapest,HUN
16th FINA World Championships 2015,01:05.60,03/08/2015,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,87,89,943,Kazan,RUS
Santa Clara PSS 2018,01:05.61,09/06/2018,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,90,90,933,Santa Clara,USA
19th FINA World Championships Budapest 2022,01:05.62,19/06/2022,Women 100 Breaststroke LCM Female,GER,Germany,"ELENDT, Anna",F,04/09/2001,,,91,91,933,Budapest,HUN
The National Games,01:05.63,21/09/2021,Women 100 Breaststroke LCM Female,CHN,People's Republic of China,"YU, Jingyao",F,13/02/1999,,,92,92,932,Xian,CHN
British Gas National Championships (50m),01:05.63,10/04/2014,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,92,93,942,Glasgow,GBR
16th FINA World Championships 2015,01:05.64,03/08/2015,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,94,94,942,Kazan,RUS
17th Pan American Games 2015,01:05.64,17/07/2015,Women 100 Breaststroke LCM Female,USA,United States of America,"MEILI, Katie",F,16/04/1991,,,94,95,942,Toronto,CAN
Olympic Games Beijing 2008,01:05.64,10/08/2008,Women 100 Breaststroke LCM Female,AUS,Australia,"JONES, Leisel",F,30/08/1985,,,94,96,1033,Beijing,CHN
USA Winter National Championships (50m),01:05.65,06/12/2019,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,97,97,932,Atlanta,USA
17th FINA World Championships 2017,01:05.65,25/07/2017,Women 100 Breaststroke LCM Female,LTU,Lithuania,"MEILUTYTE, Ruta",F,19/03/1997,,,97,98,941,Budapest,HUN
Olympic Games Tokyo 2020,01:05.66,25/07/2021,Women 100 Breaststroke LCM Female,SWE,Sweden,"HANSSON, Sophie",F,02/08/1998,,,99,99,931,Tokyo,JPN
18th FINA World Championships 2019,01:05.66,22/07/2019,Women 100 Breaststroke LCM Female,USA,United States of America,"KING, Lilly",F,10/02/1997,,,99,100,931,Gwangju,KOR
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2017,01:05.66,14/06/2017,Women 100 Breaststroke LCM Female,RUS,Russian Federation,"EFIMOVA, Yuliya",F,03/04/1992,,,99,101,941,Barcelona,ESP
