meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
19th FINA World Championships Budapest 2022,58.93,19/06/2022,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,12/11/1993,,,184,184,899,Budapest,HUN
FINA Swimming World Cup 2019,58.93,15/08/2019,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,16/09/1993,,,184,185,909,Singapore,SGP
18th FINA World Championships 2019,58.93,22/07/2019,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,14/03/1992,,,184,186,909,Gwangju,KOR
Olympic Games London 2012,58.93,29/07/2012,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,19/12/1985,,,184,187,982,London,GBR
Chinese Spring National Championships,58.94,20/03/2023,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"QIN, Haiyang",M,17/05/1999,,,188,188,898,Qingdao,CHN
Eindhoven Qualification Meet 2022,58.94,10/04/2022,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,22/10/1995,,,188,189,898,Eindhoven,NED
European Championships 2021,58.94,18/05/2021,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,01/08/1999,,,188,190,898,Budapest,HUN
FINA Swimming World Cup 2019,58.94,01/11/2019,Men 100 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,22/02/1997,,,188,191,909,Kazan,RUS
19th Luxembourg Euro Meet 2017,58.94,29/01/2017,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,188,192,910,Luxembourg,LUX
US Olympic Team Trials - Swimming,58.94,26/06/2016,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,13/08/1993,,,188,193,948,Omaha,USA
European Championships 2016,58.94,16/05/2016,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,188,194,948,London,GBR
20th Commonwealth Games 2014,58.94,26/07/2014,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,188,195,975,Glasgow,GBR
Qualifikationswettkampf,58.95,03/04/2021,Men 100 Breaststroke LCM Male,GER,Germany,"SCHWINGENSCHLOGL, Fabian",M,15/08/1991,,,196,196,898,Heidelberg,GER
FINA Champions Swim Series 2020,58.95,18/01/2020,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,22/10/1995,,,196,197,898,Beijing,CHN
18th FINA World Championships 2019,58.95,21/07/2019,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,16/09/1993,,,196,198,908,Gwangju,KOR
13th FINA World Championships 2009,58.95,27/07/2009,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,196,199,,Rome,ITA
19th FINA World Championships Budapest 2022,58.96,18/06/2022,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,200,200,897,Budapest,HUN
