meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
World Aquatics Championships - Fukuoka 2023,56.78,23/07/2023,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,154,154,932,Fukuoka,JPN
FINA Champions Swim Series 2019,56.78,11/05/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,154,155,932,Budapest,HUN
21st Commonwealth Games 2018,56.78,06/04/2018,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,154,156,932,Gold Coast,AUS
British Gas Swimming Championships 2012,56.79,03/03/2012,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,157,157,961,London,GBR
European Championships 2022,56.80,15/08/2022,Women 100 Butterfly LCM Female,FRA,France,"WATTEL, Marie",F,02/06/1997,,,158,158,931,Rome,ITA
19th FINA World Championships Budapest 2022,56.80,18/06/2022,Women 100 Butterfly LCM Female,FRA,France,"WATTEL, Marie",F,02/06/1997,,,158,159,931,Budapest,HUN
US Olympic Team Trials - Wave II,56.80,14/06/2021,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,158,160,931,Omaha,USA
US Olympic Team Trials - Wave II,56.81,13/06/2021,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,161,161,931,Omaha,USA
Sydney Open 2021,56.81,14/05/2021,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,161,162,931,Sydney,AUS
17th FINA World Championships 2017,56.81,23/07/2017,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,161,163,931,Budapest,HUN
Olympic Games Rio 2016,56.81,06/08/2016,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,161,164,939,Rio de Janeiro,BRA
19th FINA World Championships Budapest 2022,56.82,18/06/2022,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,165,165,930,Budapest,HUN
Hancock Prospecting Australian Swimming Trials 2021,56.82,12/06/2021,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,165,166,930,Adelaide,AUS
2016 CHN National Championships ,56.82,03/04/2016,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"CHEN, Xinyi",F,02/01/1998,,,165,167,938,Foshan,CHN
US National Championships (50m),56.83,27/07/2018,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,168,168,930,Irvine,USA
SM/Para-SM/JSM (50m) 2018,56.83,05/07/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,168,169,930,Landskrona,SWE
European Championships 2016,56.83,20/05/2016,Women 100 Butterfly LCM Female,DEN,Denmark,"OTTESEN, Jeanette",F,30/12/1987,,,168,170,938,London,GBR
TYR Pro Swim Series Mission Viejo 2023,56.84,20/05/2023,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,171,171,929,Mission Viejo,USA
US Olympic Team Trials - Swimming,56.84,26/06/2016,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,171,172,937,Omaha,USA
Hancock Prospecting Australian National Championships (50m),56.85,08/04/2019,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,173,173,929,Adelaide,AUS
Olympic Games London 2012,56.85,28/07/2012,Women 100 Butterfly LCM Female,AUS,Australia,"COUTTS, Alicia",F,14/09/1987,,,173,174,958,London,GBR
Bergen Swim Festival 2019,56.86,07/04/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,175,175,928,Bergen,NOR
US National Championships (50m),56.86,27/07/2018,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,175,176,928,Irvine,USA
Olympic Games Rio 2016,56.86,07/08/2016,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,175,177,937,Rio de Janeiro,BRA
13th FINA World Championships 2009,56.86,27/07/2009,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"JIAO, Liuyang",F,06/08/1991,,,175,178,,Rome,ITA
European Championships 2018,56.87,03/08/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,179,179,928,Glasgow,GBR
Olympic Games London 2012,56.87,29/07/2012,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"LU, Ying",F,22/01/1989,,,179,180,957,London,GBR
14th FINA World Championships 2011,56.87,25/07/2011,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,179,181,957,Shanghai,CHN
World Aquatics Championships - Fukuoka 2023,56.88,24/07/2023,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,182,182,927,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,56.89,23/07/2023,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,183,183,927,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,56.89,23/07/2023,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,183,184,927,Fukuoka,JPN
Malmsten Swim Open Stockholm 2022,56.89,10/04/2022,Women 100 Butterfly LCM Female,SWE,Sweden,"HANSSON, Louise",F,24/11/1996,,,183,185,927,Stockholm,SWE
TYR Pro Swim Series Westmont 2022,56.89,04/03/2022,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,183,186,927,Westmont,USA
17th FINA World Championships 2017,56.89,23/07/2017,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,183,187,927,Budapest,HUN
10th Tokyo Swimming Championships,56.89,28/01/2017,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,183,188,927,Tokyo,JPN
Australian National Championships (50m),56.89,07/04/2016,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,183,189,935,Adelaide,AUS
13th FINA World Championships 2009,56.89,27/07/2009,Women 100 Butterfly LCM Female,FRA,France,"MONGEL, Aurore",F,19/04/1982,,,183,190,,Rome,ITA
18th FINA World Championships 2019,56.90,21/07/2019,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,191,191,926,Gwangju,KOR
13th Pan Pacific Championships 2018,56.90,11/08/2018,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,191,192,926,Tokyo,JPN
Swim Open Stockholm 2017,56.90,09/04/2017,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,191,193,926,Stockholm,SWE
US Olympic Team Trials - Swimming,56.90,26/06/2016,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,191,194,935,Omaha,USA
Olympic Games Tokyo 2020,56.91,26/07/2021,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,195,195,926,Tokyo,JPN
US Olympic Team Trials - Wave II,56.91,13/06/2021,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,195,196,926,Omaha,USA
TYR Pro Swim Series Westmont 2023,56.92,13/04/2023,Women 100 Butterfly LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,197,197,926,Westmont,USA
Olympic Games Tokyo 2020,56.92,25/07/2021,Women 100 Butterfly LCM Female,SWE,Sweden,"HANSSON, Louise",F,24/11/1996,,,197,198,926,Tokyo,JPN
19th FINA World Championships Budapest 2022,56.93,18/06/2022,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,199,199,925,Budapest,HUN
Japan Open (50m) 2018,56.93,27/05/2018,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,199,200,925,Tokyo,JPN
