meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Tokyo 2020,52.19,27/07/2021,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,26,26,980,Tokyo,JPN
13th Pan Pacific Championships 2018,52.19,10/08/2018,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,26,27,980,Tokyo,JPN
13th FINA World Championships 2009,52.19,02/08/2009,Men 100 Backstroke LCM Male,USA,United States of America,"PEIRSOL, Aaron",M,23/07/1983,,,26,28,,Rome,ITA
Phillips 66 International Team Trials 2022,52.20,29/04/2022,Men 100 Backstroke LCM Male,USA,United States of America,"ARMSTRONG, Hunter",M,24/01/2001,,,29,29,980,Greensboro,USA
European Championships 2022,52.21,17/08/2022,Men 100 Backstroke LCM Male,ITA,Italy,"CECCON, Thomas",M,27/01/2001,,,30,30,979,Rome,ITA
World Aquatics Championships - Fukuoka 2023,52.22,25/07/2023,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,31,31,964,Fukuoka,JPN
US Olympic Team Trials - Wave II,52.22,14/06/2021,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,31,32,978,Omaha,USA
European Championships 2022,52.24,17/08/2022,Men 100 Backstroke LCM Male,GRE,Greece,"CHRISTOU, Apostolos",M,01/11/1996,,,33,33,977,Rome,ITA
Olympic Games Tokyo 2020,52.24,26/07/2021,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,33,34,977,Tokyo,JPN
Russian National Championships (50m),52.24,05/04/2021,Men 100 Backstroke LCM Male,RUS,Russian Federation,"KOLESNIKOV, Kliment",M,09/07/2000,,,33,35,977,Kazan,RUS
Japanese University Championships,52.24,05/09/2009,Men 100 Backstroke LCM Male,JPN,Japan,"IRIE, Ryosuke",M,24/01/1990,,,33,36,,Kumamoto,JPN
Chinese National Championships (50m),52.26,03/05/2023,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,37,37,962,Hangzhou,CHN
17th FINA World Championships 2017,52.26,30/07/2017,Men 100 Backstroke LCM Male,USA,United States of America,"GREVERS, Matt",M,26/03/1985,,,37,38,976,Budapest,HUN
US Olympic Team Trials - Swimming,52.26,28/06/2016,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,37,39,981,Omaha,USA
FINA/airweave Swimming World Cup 2015,52.26,02/11/2015,Men 100 Backstroke LCM Male,AUS,Australia,"LARKIN, Mitchell",M,09/07/1993,,,37,40,981,Doha,QAT
13th FINA World Championships 2009,52.26,28/07/2009,Men 100 Backstroke LCM Male,JPN,Japan,"KOGA, Junya",M,19/07/1987,,,37,41,,Rome,ITA
World Aquatics Championships - Fukuoka 2023,52.27,25/07/2023,Men 100 Backstroke LCM Male,ITA,Italy,"CECCON, Thomas",M,27/01/2001,,,42,42,962,Fukuoka,JPN
National Swimming Championships 2019 (50m),52.27,26/03/2019,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,42,43,976,Qingdao,CHN
13th FINA World Championships 2009,52.27,02/08/2009,Men 100 Backstroke LCM Male,GER,Germany,"MEEUW, Helge",M,29/08/1984,,,42,44,,Rome,ITA
US Olympic Team Trials - Swimming,52.28,28/06/2016,Men 100 Backstroke LCM Male,USA,United States of America,"PLUMMER, David",M,09/10/1985,,,45,45,980,Omaha,USA
US Olympic Team Trials - Swimming,52.28,27/06/2016,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,45,46,980,Omaha,USA
Olympic Games Tokyo 2020,52.29,26/07/2021,Men 100 Backstroke LCM Male,ROC,ROC,"KOLESNIKOV, Kliment",M,09/07/2000,,,47,47,974,Tokyo,JPN
Olympic Games Tokyo 2020,52.30,27/07/2021,Men 100 Backstroke LCM Male,ITA,Italy,"CECCON, Thomas",M,27/01/2001,,,48,48,974,Tokyo,JPN
Olympic Games Tokyo 2020,52.31,01/08/2021,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,49,49,973,Tokyo,JPN
Olympic Games Rio 2016,52.31,08/08/2016,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,49,50,978,Rio de Janeiro,BRA
European Championships 2021,52.32,19/05/2021,Men 100 Backstroke LCM Male,RUS,Russian Federation,"KOLESNIKOV, Kliment",M,09/07/2000,,,51,51,973,Budapest,HUN
Phillips 66 National Championships (50m),52.33,30/06/2023,Men 100 Backstroke LCM Male,USA,United States of America,"ARMSTRONG, Hunter",M,24/01/2001,,,52,52,958,Indianapolis,USA
US Olympic Team Trials - Wave II,52.33,15/06/2021,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,52,53,972,Omaha,USA
18th Asian Games 2018,52.34,19/08/2018,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,54,54,972,Jakarta,INA
17th Asian Games 2014,52.34,21/09/2014,Men 100 Backstroke LCM Male,JPN,Japan,"IRIE, Ryosuke",M,24/01/1990,,,54,55,977,Incheon,KOR
Chinese National Championships (50m),52.34,12/05/2014,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,54,56,977,QINGDAO,CHN
19th FINA World Championships Budapest 2022,52.37,19/06/2022,Men 100 Backstroke LCM Male,USA,United States of America,"ARMSTRONG, Hunter",M,24/01/2001,,,57,57,970,Budapest,HUN
Chinese National Championships (50m),52.37,29/09/2020,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,57,58,970,Qingdao,CHN
16th FINA World Championships 2015,52.37,09/08/2015,Men 100 Backstroke LCM Male,AUS,Australia,"LARKIN, Mitchell",M,09/07/1993,,,57,59,975,Kazan,RUS
Hancock Prospecting Australian Swimming Trials 2019,52.38,10/06/2019,Men 100 Backstroke LCM Male,AUS,Australia,"LARKIN, Mitchell",M,09/07/1993,,,60,60,969,Brisbane,AUS
16th FINA World Championships 2015,52.38,03/08/2015,Men 100 Backstroke LCM Male,AUS,Australia,"LARKIN, Mitchell",M,09/07/1993,,,60,61,975,Kazan,RUS
16th Mediterranean Games 2009,52.38,01/07/2009,Men 100 Backstroke LCM Male,ESP,Spain,"WILDEBOER FABER, Aschwin",M,14/02/1986,,,60,62,,Pescara,ITA
Phillips 66 National Championships (50m),52.39,30/06/2023,Men 100 Backstroke LCM Male,USA,United States of America,"MURPHY, Ryan",M,02/07/1995,,,63,63,955,Indianapolis,USA
13th FINA World Championships 2009,52.39,27/07/2009,Men 100 Backstroke LCM Male,JPN,Japan,"KOGA, Junya",M,19/07/1987,,,63,64,,Rome,ITA
Olympic Games Rio 2016,52.40,08/08/2016,Men 100 Backstroke LCM Male,USA,United States of America,"PLUMMER, David",M,09/10/1985,,,65,65,973,Rio de Janeiro,BRA
Arena PSS - Indianapolis 2016,52.40,04/06/2016,Men 100 Backstroke LCM Male,USA,United States of America,"PLUMMER, David",M,09/10/1985,,,65,66,973,Indianapolis,USA
16th FINA World Championships 2015,52.40,04/08/2015,Men 100 Backstroke LCM Male,AUS,Australia,"LARKIN, Mitchell",M,09/07/1993,,,65,67,973,Kazan,RUS
16th FINA World Championships 2015,52.41,09/08/2015,Men 100 Backstroke LCM Male,AUS,Australia,"LARKIN, Mitchell",M,09/07/1993,,,68,68,973,Kazan,RUS
World Aquatics Championships - Fukuoka 2023,52.42,24/07/2023,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,69,69,953,Fukuoka,JPN
Russian National Championships (50m),52.42,04/04/2021,Men 100 Backstroke LCM Male,RUS,Russian Federation,"KOLESNIKOV, Kliment",M,09/07/2000,,,69,70,967,Kazan,RUS
18th FINA World Championships 2019,52.43,23/07/2019,Men 100 Backstroke LCM Male,CHN,People's Republic of China,"XU, Jiayu",M,19/08/1995,,,71,71,967,Gwangju,KOR
Olympic Games Rio 2016,52.43,08/08/2016,Men 100 Backstroke LCM Male,AUS,Australia,"LARKIN, Mitchell",M,09/07/1993,,,71,72,972,Rio de Janeiro,BRA
